Id_Cliente;Ciudad; Patrimonio ; Ingresos_Mensuales ;No_hijos;oficina;fecha_ult_desembolso;monto_credito;tasa;saldo_capital;saldo_Ahorro;Antiguedad_en_meses;Max_dias_mora;plazo_dias;Edad
428025;Cali;14663476;2030216;1;7032;25/11/2017;1564170;0.3;310799;9108;34;6;540;24
428222;Barranquilla;22278389;1789506;1;7032;25/11/2017;1564170;0.3;310799;9108;34;6;540;36
427700;Cartagena;2105870;1246823;0;7032;27/12/2017;2000000;0.3;708837;14557;34;0;720;24
427795;Cartagena;5711236;947845;1;7032;17/01/2018;2000000;0.3;709134;3495;34;0;720;67
427897;Bogotá;10124578;1462192;1;7032;27/12/2017;2000000;0.3;708837;14557;34;0;720;68
427992;Cali;13511426;1089089;1;7032;17/01/2018;2000000;0.3;709134;3495;34;0;720;38
428094;Barranquilla;17707066;2069577;0;7032;27/12/2017;2000000;0.3;708837;14557;34;0;720;35
428189;Cartagena;21153538;747845;0;7032;17/01/2018;2000000;0.3;709134;3495;34;0;720;35
428372;Bogotá;27524051;1031321;1;4031;25/11/2017;2000000;33.93;523027;5155;34;0;540;31
428590;Bogotá;36760040;716371;0;4011;25/11/2017;2000000;33.93;523027;5155;34;0;540;62
428808;Barranquilla;44933609;745362;1;4024;25/11/2017;2000000;33.93;523027;5155;34;0;540;22
428259;Cali;23243218;1814766;1;7001;15/01/2018;446560;33.93;239561;4723;34;0;360;67
428477;Cali;31508910;1459106;1;4011;15/01/2018;446560;33.93;239561;4723;34;0;360;40
428695;Bogotá;40522591;881357;0;4024;15/01/2018;446560;33.93;239561;4723;34;0;360;64
429092;Bogotá;55239521;1686497;0;7016;8/02/2018;700000;33.93;649346;13336;34;0;360;20
429044;Cartagena;53608904;747845;1;4050;24/11/2017;800000;33.93;689776;16430;34;0;540;40
428978;Bogotá;51362856;712311;0;7032;5/02/2018;2000000;0.3;890575;17558;35;0;720;21
428279;Cartagena;24196192;540863;1;7001;3/01/2018;700000;33.93;427112;9122;35;0;540;52
428497;Barranquilla;32443099;2031974;1;4011;3/01/2018;700000;33.93;427112;9122;35;0;540;60
428715;Barranquilla;41355783;1680252;1;4011;3/01/2018;700000;33.93;427112;9122;35;0;540;40
428919;Cali;48749628;1362409;0;7032;27/12/2017;2000000;0.3;705524;13910;35;0;720;39
427682;Barranquilla;1437863;2087156;0;7038;13/11/2017;2000000;33.93;709512;12240;35;0;720;27
427879;Barranquilla;9460258;821312;0;7038;13/11/2017;2000000;33.93;709512;12240;35;0;720;29
428076;Cartagena;16945558;673790;0;7038;13/11/2017;2000000;33.93;709512;12240;35;0;720;21
428996;Cali;51968117;890154;0;7064;19/02/2018;761000;33.93;734084;14473;35;0;1080;36
428344;Cali;26317942;1553863;1;7032;28/01/2018;2000000;0.3;708626;2328;35;0;720;26
428562;Barranquilla;35909452;965036;1;7032;28/01/2018;2000000;0.3;708626;2328;35;0;720;20
428780;Bogotá;43634798;2305281;1;7032;28/01/2018;2000000;0.3;708626;2328;35;0;720;68
427816;Barranquilla;6972871;1616407;1;4011;4/02/2018;600000;33.93;271438;3790;35;0;360;47
428013;Bogotá;14413594;1402859;0;4011;4/02/2018;600000;33.93;271438;3790;35;0;360;58
428210;Cartagena;22001648;747845;1;4011;4/02/2018;600000;33.93;271438;3790;35;0;360;33
427692;Cartagena;1846611;1526514;1;7032;19/11/2017;2000000;0.3;800664;16443;35;0;720;60
427889;Cali;9801019;1927341;1;7032;19/11/2017;2000000;0.3;800664;16443;35;0;720;55
428086;Cartagena;17360967;747845;0;7032;19/11/2017;2000000;0.3;800664;16443;35;0;720;43
428424;Barranquilla;29288538;2047072;1;7032;31/01/2018;2000000;0.3;800864;5921;35;0;720;25
428642;Cartagena;38259073;747845;1;7032;31/01/2018;2000000;0.3;800864;5921;35;0;720;45
428860;Cartagena;46880307;747845;1;7032;31/01/2018;2000000;0.3;800864;5921;35;0;720;26
427718;Cali;2800354;1033264;1;7032;2/12/2017;2000000;0.3;801068;17767;35;0;720;44
427915;Bogotá;10641324;1954182;0;7032;2/12/2017;2000000;0.3;801068;17767;35;0;720;22
428112;Barranquilla;18338418;1698315;0;7032;2/12/2017;2000000;0.3;801068;17767;35;0;720;35
428239;Cartagena;22570315;425469;1;7016;5/01/2018;700000;33.93;661046;13576;35;0;450;67
428457;Cali;30874171;1442583;1;7016;5/01/2018;700000;33.93;661046;13576;35;0;450;50
428675;Barranquilla;39706756;1595340;1;7016;5/01/2018;700000;33.93;661046;13576;35;0;450;57
429080;Cali;54721530;939939;0;7032;13/12/2017;1064170;0.3;211234;10463;35;34;540;29
427686;Bogotá;1486455;1775106;1;7032;22/11/2017;1564170;0.3;310390;14983;36;29;540;37
427883;Barranquilla;9686029;1043754;0;7032;22/11/2017;1564170;0.3;310390;14983;36;29;540;36
428080;Cali;17192054;1124294;1;7032;22/11/2017;1564170;0.3;310390;14983;36;29;540;40
427712;Cartagena;2608736;1154324;1;7032;10/12/2017;2085560;0.3;641339;2107;36;0;720;65
427909;Cartagena;10401337;785754;1;7032;10/12/2017;2085560;0.3;641339;2107;36;0;720;40
428106;Cali;18201854;1561088;1;7032;10/12/2017;2085560;0.3;641339;2107;36;0;720;35
427653;Barranquilla;591764;1782283;1;7032;20/01/2018;2085560;0.3;835513;19904;36;0;720;44
427850;Barranquilla;8305672;1170198;1;7032;20/01/2018;2085560;0.3;835513;19904;36;0;720;40
428047;Barranquilla;15537817;2318465;0;7032;20/01/2018;2085560;0.3;835513;19904;36;0;720;40
428423;Cartagena;29285494;761259;0;7032;18/02/2018;2085560;0.3;835759;7552;37;0;720;35
428641;Cali;38252793;1543441;1;7032;18/02/2018;2085560;0.3;835759;7552;37;0;720;67
428859;Bogotá;46790476;1915572;0;7032;18/02/2018;2085560;0.3;835759;7552;37;0;720;51
429001;Cartagena;52062537;747845;1;4050;30/01/2018;500000;33.93;309242;3556;37;0;360;43
428427;Bogotá;29384215;2224210;0;4031;29/12/2017;2200000;33.93;882255;11596;37;0;720;23
428645;Bogotá;38475442;1209271;0;4011;29/12/2017;2200000;33.93;882255;11596;37;0;720;48
428863;Bogotá;47011001;559746;0;4011;29/12/2017;2200000;33.93;882255;11596;37;0;720;38
429058;Cali;54052519;513111;0;4024;7/01/2018;500000;33.93;268224;5288;38;0;360;38
428399;Barranquilla;28547317;1958790;1;4003;6/12/2017;1500000;33.93;101666;2171;38;0;540;35
428617;Barranquilla;37692949;2007057;0;4003;6/12/2017;1500000;33.93;101666;2171;38;0;540;43
428835;Cali;45855359;813033;1;4003;6/12/2017;1500000;33.93;101666;2171;38;0;540;58
428299;Bogotá;24975617;976021;1;7025;16/01/2018;1064170;33.93;918031;11312;38;0;540;64
428517;Cali;33754262;1604593;1;7025;16/01/2018;1064170;33.93;918031;11312;38;0;540;59
428735;Cali;42108504;1584724;0;7025;16/01/2018;1064170;33.93;918031;11312;38;0;540;25
429137;Cartagena;56925100;1515894;1;4010;5/12/2017;500000;33.93;409492;4709;38;0;300;49
427810;Bogotá;6702600;1992382;1;4005;19/12/2017;500000;33.18;349273;8607;39;0;360;62
428007;Cali;14237110;910300;1;4005;19/12/2017;500000;33.18;349273;8607;39;0;360;35
428204;Cali;21849597;1920982;1;4005;19/12/2017;500000;33.18;349273;8607;39;0;360;57
428244;Cartagena;22731661;747845;0;7001;29/12/2017;500000;33.93;500000;9446;39;0;180;45
428375;Bogotá;27603290;1999947;1;4031;7/02/2018;500000;33.93;500000;8625;39;0;360;23
428418;Cartagena;29121352;747845;1;4010;7/02/2018;500000;33.93;500000;8625;39;0;300;36
428462;Cartagena;31043512;747845;0;4011;29/12/2017;500000;33.93;500000;9446;39;0;180;31
428593;Bogotá;36864068;1436626;1;4011;7/02/2018;500000;33.93;500000;8625;39;0;360;52
428636;Bogotá;38184672;1385662;1;4010;7/02/2018;500000;33.93;500000;8625;39;0;300;47
428680;Cartagena;39950384;747845;1;4010;29/12/2017;500000;33.93;500000;9446;39;0;180;63
428811;Barranquilla;45007092;1397898;1;4010;7/02/2018;500000;33.93;500000;8625;39;0;360;29
428854;Barranquilla;46538345;702254;1;4010;7/02/2018;500000;33.93;500000;8625;39;0;300;38
429122;Cartagena;56356985;1298178;1;4010;23/01/2018;500000;33.93;500000;9446;39;0;360;26
427835;Cali;7744951;1905132;1;7032;31/01/2018;2200000;0.3;881452;18826;39;0;720;25
428032;Bogotá;15133326;1354851;1;7032;31/01/2018;2200000;0.3;881452;18826;39;0;720;65
428229;Cartagena;22393066;747845;0;7032;31/01/2018;2200000;0.3;881452;18826;39;0;720;59
427740;Cali;3652714;2058980;1;7032;29/11/2017;2200000;0.3;881808;19558;39;0;720;33
427937;Barranquilla;11482682;497151;1;7032;29/11/2017;2200000;0.3;881808;19558;39;0;720;40
428134;Cartagena;18943349;602720;1;7032;29/11/2017;2200000;0.3;881808;19558;39;0;720;61
427681;Bogotá;1430099;1612415;0;7032;14/12/2017;2200000;0.3;880442;2893;39;0;720;68
427878;Barranquilla;9448417;1397821;0;7032;14/12/2017;2200000;0.3;880442;2893;39;0;720;32
428075;Cartagena;16919472;798227;1;7032;14/12/2017;2200000;0.3;880442;2893;39;0;720;20
428287;Cali;24474991;578331;1;7001;24/12/2017;864170;33.93;572983;10355;39;0;540;59
428505;Cartagena;32871700;773457;0;4011;24/12/2017;864170;33.93;572983;10355;39;0;540;46
428723;Bogotá;41743696;1882962;1;4011;24/12/2017;864170;33.93;572983;10355;39;0;540;26
429032;Bogotá;53401082;1587544;0;7064;17/02/2018;848000;33.93;848000;21595;39;0;1080;45
429094;Cartagena;55344797;1225737;1;7064;24/01/2018;800000;33.93;602494;6929;39;0;690;63
427764;Barranquilla;4828783;1819376;1;7041;13/01/2018;1106911;33.93;1106911;8184;40;0;1080;45
427961;Bogotá;12459617;2075935;1;7041;13/01/2018;1106911;33.93;1106911;8184;40;0;1080;41
428158;Barranquilla;19958055;772151;0;7041;13/01/2018;1106911;33.93;1106911;8184;40;0;1080;63
428924;Bogotá;48924407;1666811;1;7016;19/11/2017;8900000;32.88;1368279;31707;40;0;1080;20
428957;Cali;50318673;1950004;0;7030;9/12/2017;800000;33.93;559263;7810;40;0;360;57
427781;Cartagena;5113113;1611894;1;7032;15/12/2017;2285560;0.3;916525;3012;40;0;720;47
427978;Cali;13033840;439048;1;7032;15/12/2017;2285560;0.3;916525;3012;40;0;720;60
428175;Cali;20537116;2273132;1;7032;15/12/2017;2285560;0.3;916525;3012;40;0;720;35
429117;Barranquilla;56142823;1453339;1;7016;7/01/2018;800000;33.93;742030;17678;40;0;360;28
428951;Cartagena;49754640;747845;1;7016;26/12/2017;800000;33.93;764365;11930;40;0;540;38
428985;Cali;51526673;1645613;1;7016;9/12/2017;900000;33.93;834783;17144;41;0;360;45
427647;Bogotá;446067;1593825;1;7059;3/02/2018;2000000;33.93;1147085;27327;41;0;720;26
427844;Cartagena;8172840;1747845;0;7059;3/02/2018;2000000;33.93;1147085;27327;41;0;720;57
428041;Bogotá;15397957;2107314;0;7059;3/02/2018;2000000;33.93;1147085;27327;41;0;720;57
427656;Barranquilla;697160;1457352;0;7032;14/11/2017;2200000;0.3;974388;20821;41;4;720;43
427853;Cali;8377379;2308743;1;7032;14/11/2017;2200000;0.3;974388;20821;41;4;720;66
428050;Barranquilla;15644730;1455308;1;7032;14/11/2017;2200000;0.3;974388;20821;41;4;720;49
429020;Cali;52758298;1547988;1;7044;16/12/2017;2000000;33.93;976318;16846;41;0;720;65
429074;Cali;54513085;2154961;1;4043;3/01/2018;2000000;33.93;705120;12163;41;0;600;38
428300;Cali;24980567;459394;1;7001;5/01/2018;917000;33.93;884602;17440;42;0;1080;33
428518;Bogotá;33769960;2012266;0;4011;5/01/2018;917000;33.93;884602;17440;42;0;1080;63
428736;Barranquilla;42116175;1409170;1;4011;5/01/2018;917000;33.93;884602;17440;42;0;1080;28
428289;Barranquilla;24573574;636804;0;7038;25/12/2017;1000000;33.93;278232;6628;42;0;360;61
428507;Cartagena;33140350;747845;1;7038;25/12/2017;1000000;33.93;278232;6628;42;0;360;23
428725;Cartagena;41785622;747845;1;7038;25/12/2017;1000000;33.93;278232;6628;42;0;360;54
427652;Cartagena;582611;1464006;0;7032;10/02/2018;2500000;0.3;1002303;9880;42;0;720;62
427849;Cartagena;8281145;1347845;0;7032;10/02/2018;2500000;0.3;1002303;9880;42;0;720;59
428046;Barranquilla;15477218;1422663;0;7032;10/02/2018;2500000;0.3;1002303;9880;42;0;720;40
428397;Cali;28467498;729115;1;7001;30/01/2018;2000000;0.3;1048768;5169;42;0;900;48
428615;Cartagena;37622562;747845;0;7001;30/01/2018;2000000;0.3;1048768;5169;42;0;900;67
428833;Barranquilla;45737882;878577;1;7001;30/01/2018;2000000;0.3;1048768;5169;42;0;900;43
427724;Bogotá;3052636;1624461;0;4030;25/12/2017;600000;33.93;466012;8804;42;0;360;56
427921;Cali;10892774;832585;1;4030;25/12/2017;600000;33.93;466012;8804;42;0;360;53
428118;Cali;18439596;514677;1;4030;25/12/2017;600000;33.93;466012;8804;42;0;360;67
428358;Bogotá;26858445;1392833;1;7001;4/01/2018;1500000;33.93;484506;8755;43;0;540;27
428576;Barranquilla;36347417;2137047;1;4011;4/01/2018;1500000;33.93;484506;8755;43;0;540;35
428794;Cali;44373630;849081;1;4024;4/01/2018;1500000;33.93;484506;8755;43;0;540;27
427737;Cartagena;3544093;1754347;1;7059;13/02/2018;1685560;33.93;675677;11101;44;0;720;67
427934;Cartagena;11380934;830902;0;7059;13/02/2018;1685560;33.93;675677;11101;44;0;720;61
428131;Barranquilla;18770052;1156658;1;7059;13/02/2018;1685560;33.93;675677;11101;44;0;720;44
428250;Bogotá;22898659;1528290;1;7001;23/12/2017;1500000;33.93;392262;5477;44;0;540;37
428468;Barranquilla;31218885;1728170;1;4011;23/12/2017;1500000;33.93;392262;5477;44;0;540;48
428686;Bogotá;40135276;1734730;1;4024;23/12/2017;1500000;33.93;392262;5477;44;0;540;42
428258;Barranquilla;23163103;1120748;1;4017;5/12/2017;757960;0.3;141916;7004;44;18;360;60
428476;Cartagena;31474711;747845;0;7032;5/12/2017;757960;0.3;141916;7004;44;18;360;68
428694;Cartagena;40455245;846867;1;7032;5/12/2017;757960;0.3;141916;7004;44;18;360;52
428257;Cartagena;23156558;747845;1;7001;11/01/2018;1500000;33.93;297745;2690;44;0;540;28
428475;Bogotá;31405910;2159457;0;4011;11/01/2018;1500000;33.93;297745;2690;44;0;540;52
428693;Barranquilla;40428621;1650189;0;4010;11/01/2018;1500000;33.93;297745;2690;44;0;540;22
428402;Cali;28701762;2053436;2;4031;25/12/2017;1031210;33.93;983776;23436;45;0;900;68
428620;Cartagena;37825851;747845;0;4011;25/12/2017;1031210;33.93;983776;23436;45;0;900;47
428838;Bogotá;45960004;1250483;1;4011;25/12/2017;1031210;33.93;983776;23436;45;0;900;38
428412;Bogotá;28915602;1173498;0;7021;28/01/2018;1300000;0.3;810936;17986;45;0;900;29
428630;Cartagena;38030873;747845;0;7021;28/01/2018;1300000;0.3;810936;17986;45;0;900;55
428848;Bogotá;46323381;2130958;1;7021;28/01/2018;1300000;0.3;810936;17986;45;0;900;58
427772;Cali;5019795;486734;1;7032;10/02/2018;2585560;0.3;1035770;7658;45;0;720;43
427969;Bogotá;12770959;1986958;0;7032;10/02/2018;2585560;0.3;1035770;7658;45;0;720;24
428166;Bogotá;20185559;1193435;0;7032;10/02/2018;2585560;0.3;1035770;7658;45;0;720;43
429118;Bogotá;56229714;1750021;0;4024;17/01/2018;9500000;33.93;8840686;116186;46;0;1080;52
428961;Barranquilla;50419414;1108041;0;4050;30/12/2017;600000;33.93;166812;1507;46;0;360;38
427704;Barranquilla;2417131;1738034;1;4003;6/12/2017;600000;33.93;600000;1479;47;0;210;45
427901;Cali;10162660;855382;1;4003;6/12/2017;600000;33.93;600000;1479;47;0;210;40
428098;Barranquilla;17810406;1859711;1;4003;6/12/2017;600000;33.93;600000;1479;47;0;210;23
428242;Barranquilla;22626669;978119;0;7001;10/12/2017;600000;33.93;600000;9364;47;0;360;54
428460;Bogotá;30970775;1869239;1;4031;10/12/2017;600000;33.93;600000;9364;47;0;360;36
428678;Barranquilla;39925048;1192644;0;4010;10/12/2017;600000;33.93;600000;9364;47;0;360;63
428440;Bogotá;30140795;1937974;1;4031;29/12/2017;2069840;33.93;1882041;92704;47;90;540;26
428658;Cali;38964398;1759058;2;4024;29/12/2017;2069840;33.93;1882041;92704;47;90;540;39
428876;Bogotá;47429623;1574482;0;4024;29/12/2017;2069840;33.93;1882041;92704;47;90;540;53
427815;Bogotá;6940318;1463951;1;7059;30/11/2017;1731550;33.93;1314367;11877;48;0;1080;44
428012;Cali;14383457;1435447;1;7059;30/11/2017;1731550;33.93;1314367;11877;48;0;1080;35
428209;Bogotá;21940369;2034943;0;7059;30/11/2017;1731550;33.93;1314367;11877;48;0;1080;34
428338;Cartagena;26252181;747845;0;4030;3/02/2018;1700000;33.93;444568;7668;48;0;540;20
428556;Cartagena;35664078;747845;0;4030;3/02/2018;1700000;33.93;444568;7668;48;0;540;58
428774;Bogotá;43334711;691460;0;4030;3/02/2018;1700000;33.93;444568;7668;48;0;540;41
427716;Cali;2745215;2123611;1;7032;26/12/2017;1400000;0.3;366430;18127;49;34;540;56
427913;Barranquilla;10614946;1504214;0;7032;26/12/2017;1400000;0.3;366430;18127;49;34;540;44
428110;Cali;18290195;1957902;1;7032;26/12/2017;1400000;0.3;366430;18127;49;34;540;61
429076;Bogotá;54550070;1867316;0;7051;28/12/2017;1000000;33.93;444470;5477;49;0;450;45
429108;Barranquilla;55957180;1878470;1;4050;9/12/2017;646560;33.93;451650;8533;50;0;360;39
429120;Cartagena;56335960;910052;0;4030;11/12/2017;638800;33.93;581688;10034;50;0;300;38
427746;Cartagena;3975458;909810;1;7059;11/12/2017;1000000;33.93;729900;17388;50;0;720;40
427943;Cartagena;11822584;747845;0;7059;11/12/2017;1000000;33.93;729900;17388;50;0;720;61
428140;Bogotá;19090011;1159133;1;7059;11/12/2017;1000000;33.93;729900;17388;50;0;720;55
428328;Cali;25849052;1806869;2;7021;27/11/2017;1000000;0.3;692273;6256;50;0;720;53
428546;Bogotá;35222407;990673;1;7021;27/11/2017;1000000;0.3;692273;6256;50;0;720;60
428764;Cali;42978224;489020;0;7021;27/11/2017;1000000;0.3;692273;6256;50;0;720;23
427672;Cali;1211752;1936434;2;4005;24/01/2018;650000;33.18;554413;9108;50;0;360;39
427869;Bogotá;9073657;631884;0;4005;24/01/2018;650000;33.18;554413;9108;50;0;360;29
428066;Cartagena;16443526;430864;1;4005;24/01/2018;650000;33.18;554413;9108;50;0;360;58
428454;Cartagena;30796529;747845;0;4031;6/12/2017;1000000;33.93;746408;15942;50;0;540;49
428672;Cartagena;39568856;747845;0;4011;6/12/2017;1000000;33.93;746408;15942;50;0;540;29
428890;Cali;47841568;492748;1;4011;6/12/2017;1000000;33.93;746408;15942;50;0;540;29
427839;Cali;7939001;437921;1;4010;9/02/2018;646560;33.93;646560;18057;50;0;360;47
428036;Bogotá;15242636;936400;0;4010;9/02/2018;646560;33.93;646560;18057;50;0;360;50
428233;Cartagena;22481806;747845;0;4010;9/02/2018;646560;33.93;646560;18057;50;0;360;68
428296;Cali;24813549;702107;1;7001;25/11/2017;500000;33.93;426594;16120;50;15;360;66
428514;Bogotá;33609533;932224;1;4011;25/11/2017;500000;33.93;426594;16120;50;15;360;32
428732;Cartagena;41940044;747845;1;4011;25/11/2017;500000;33.93;426594;16120;50;15;360;29
428912;Cartagena;48520692;747845;0;7030;17/01/2018;1000000;33.93;862488;19838;50;0;540;30
429055;Cali;53796783;1179043;0;4043;19/12/2017;2000000;33.93;614260;6055;50;0;720;43
429139;Barranquilla;57039113;1504162;0;7064;5/12/2017;1000000;33.93;909643;15692;51;0;540;57
429068;Barranquilla;54297036;1698796;0;7016;19/02/2018;1000000;33.93;939492;19294;51;0;420;58
428313;Bogotá;25339997;1612330;1;7001;22/12/2017;1000000;33.93;955541;18054;51;0;540;43
428531;Cali;34539150;767672;1;4011;22/12/2017;1000000;33.93;955541;18054;51;0;540;55
428749;Cali;42450244;1407962;1;4011;22/12/2017;1000000;33.93;955541;18054;51;0;540;25
429131;Barranquilla;56831455;1772533;1;7064;16/12/2017;1000000;33.93;955564;16484;51;0;540;23
428988;Barranquilla;51636155;1047269;0;7039;15/12/2017;2200000;33.93;882169;13769;51;0;720;55
427742;Bogotá;3724936;1434648;0;4011;1/12/2017;2000000;33.93;1145034;14108;52;0;720;64
427939;Cali;11494914;1418773;1;4011;1/12/2017;2000000;33.93;1145034;14108;52;0;720;32
428136;Cali;18979939;1717375;1;4011;1/12/2017;2000000;33.93;1145034;14108;52;0;720;60
427684;Cali;1448839;2003609;1;4005;4/01/2018;2000000;33.18;1061867;22677;52;0;720;48
427881;Bogotá;9502642;1333433;1;4005;4/01/2018;2000000;33.18;1061867;22677;52;0;720;28
428078;Cartagena;16983704;747845;1;4005;4/01/2018;2000000;33.18;1061867;22677;52;0;720;22
428414;Cartagena;28953800;747845;1;7038;23/11/2017;1058200;33.93;612946;9567;52;0;450;59
428632;Cartagena;38041663;747845;0;7038;23/11/2017;1058200;33.93;612946;9567;52;0;450;21
428850;Cali;46336518;445994;0;7038;23/11/2017;1058200;33.93;612946;9567;52;0;450;46
428318;Cali;25509674;1358023;1;4030;4/02/2018;700000;33.93;543679;8485;52;0;360;34
428536;Cali;34835797;1149270;2;4030;4/02/2018;700000;33.93;543679;8485;52;0;360;40
428754;Cali;42526558;686159;0;4030;4/02/2018;700000;33.93;543679;8485;52;0;360;50
427751;Cali;4153643;1185390;1;7032;7/02/2018;3000000;0.3;1202929;26681;53;0;720;23
427948;Cartagena;11920821;540648;1;7032;7/02/2018;3000000;0.3;1202929;26681;53;0;720;47
428145;Cali;19303250;657409;1;7032;7/02/2018;3000000;0.3;1202929;26681;53;0;720;48
428322;Bogotá;25730308;1052365;1;7001;11/12/2017;1158306;33.93;1117355;26619;53;0;1080;38
428540;Cali;34946622;541072;1;4011;11/12/2017;1158306;33.93;1117355;26619;53;0;1080;56
428758;Bogotá;42788233;2136175;0;4011;11/12/2017;1158306;33.93;1117355;26619;53;0;1080;58
428247;Barranquilla;22744537;804475;0;7001;12/12/2017;1000000;33.93;1000000;9036;53;0;360;62
428465;Cartagena;31119713;715339;1;4011;12/12/2017;1000000;33.93;1000000;9036;53;0;360;35
428683;Cartagena;40088195;747845;1;4011;12/12/2017;1000000;33.93;1000000;9036;53;0;360;21
427660;Cali;852582;2213680;1;7025;5/02/2018;1200000;33.93;977341;20874;53;0;540;66
427857;Bogotá;8574337;1695185;1;7025;5/02/2018;1200000;33.93;977341;20874;53;0;540;30
428054;Cartagena;15991988;747845;1;7025;5/02/2018;1200000;33.93;977341;20874;53;0;540;59
427693;Bogotá;1927804;1832019;0;7025;9/02/2018;1300000;33.93;1133132;26994;53;0;720;60
427890;Barranquilla;9872758;1395292;1;7025;9/02/2018;1300000;33.93;1133132;26994;53;0;720;40
428087;Barranquilla;17466369;2160093;0;7025;9/02/2018;1300000;33.93;1133132;26994;53;0;720;35
427763;Bogotá;4802636;1995095;1;7025;11/02/2018;1246345;33.93;1075037;18545;53;0;540;44
427960;Bogotá;12396004;2096538;0;7025;11/02/2018;1246345;33.93;1075037;18545;53;0;540;36
428157;Bogotá;19927085;1122400;1;7025;11/02/2018;1246345;33.93;1075037;18545;53;0;540;50
427832;Bogotá;7692653;1534169;0;7032;25/01/2018;3085560;0.3;1093648;26054;54;0;720;56
428029;Cali;14978515;862710;1;7032;25/01/2018;3085560;0.3;1093648;26054;54;0;720;25
428226;Bogotá;22321344;1873118;1;7032;25/01/2018;3085560;0.3;1093648;26054;54;0;720;27
428452;Cartagena;30682057;747845;0;4031;26/01/2018;700000;33.93;131311;2373;54;0;360;23
428670;Bogotá;39453084;1805597;1;4024;26/01/2018;700000;33.93;131311;2373;54;0;360;68
428888;Cali;47697782;2224894;1;4024;26/01/2018;700000;33.93;131311;2373;54;0;360;63
428943;Barranquilla;49412463;606538;1;7032;25/12/2017;3085560;0.3;1235848;25380;54;0;720;60
427662;Barranquilla;912950;1068378;1;7041;6/02/2018;1459836;33.93;1459836;31180;55;0;1080;46
427859;Bogotá;8626520;1396504;0;7041;6/02/2018;1459836;33.93;1459836;31180;55;0;1080;26
428056;Cali;16052682;1768141;1;7041;6/02/2018;1459836;33.93;1459836;31180;55;0;1080;31
429127;Barranquilla;56568739;745311;0;4025;3/02/2018;846560;33.93;722066;10083;56;0;360;37
428326;Cali;25776195;619101;1;7021;17/11/2017;1085560;0.3;1085560;4459;56;0;720;53
428544;Barranquilla;35099825;1530948;1;7021;17/11/2017;1085560;0.3;1085560;4459;56;0;720;65
428762;Cali;42926426;2287658;1;7021;17/11/2017;1085560;0.3;1085560;4459;56;0;720;38
428403;Bogotá;28717891;1792573;1;4031;22/01/2018;750000;33.93;402335;8262;56;0;360;53
428621;Barranquilla;37838707;2169503;0;4024;22/01/2018;750000;33.93;402335;8262;56;0;360;45
428839;Bogotá;46001091;1885872;1;4024;22/01/2018;750000;33.93;402335;8262;56;0;360;33
428359;Barranquilla;27004318;2328216;0;4017;18/01/2018;619148;33.93;600040;29088;57;59;480;30
428577;Bogotá;36380886;649033;0;4011;18/01/2018;619148;33.93;600040;29088;57;59;480;49
428795;Cali;44397190;1445287;1;4011;18/01/2018;619148;33.93;600040;29088;57;59;480;64
428334;Cali;26139236;2150888;1;4025;17/11/2017;1128340;33.93;956260;14140;57;0;1080;57
428552;Cali;35383743;1672210;1;4011;17/11/2017;1128340;33.93;956260;14140;57;0;1080;64
428770;Bogotá;43094891;847240;1;4011;17/11/2017;1128340;33.93;956260;14140;57;0;1080;50
427687;Cali;1645540;2243776;1;7038;18/12/2017;2386240;33.93;1914790;94393;58;92;720;43
427884;Bogotá;9687470;486434;0;7038;18/12/2017;2386240;33.93;1914790;94393;58;90;720;41
428081;Barranquilla;17221881;1908879;0;7038;18/12/2017;2386240;33.93;1914790;94393;58;90;720;27
428280;Cali;24197000;655325;1;7001;28/11/2017;1300000;33.93;634821;8864;58;0;720;50
428498;Cali;32452196;1392312;1;4011;28/11/2017;1300000;33.93;634821;8864;58;0;720;47
428716;Cali;41400851;1273636;1;4024;28/11/2017;1300000;33.93;634821;8864;58;0;720;51
428989;Cartagena;51640202;747845;0;4050;31/01/2018;746560;33.93;579841;10954;58;0;360;32
428325;Bogotá;25772097;1378141;1;7001;18/12/2017;1200000;33.93;1104973;26324;58;0;600;59
428543;Cartagena;35086600;747845;0;4011;18/12/2017;1200000;33.93;1104973;26324;58;0;600;45
428761;Bogotá;42868296;1218111;0;4011;18/12/2017;1200000;33.93;1104973;26324;58;0;600;55
427683;Cartagena;1439224;1772261;0;4003;1/12/2017;800000;28.73;491015;9399;58;0;360;53
427880;Cartagena;9464909;1246511;1;4003;1/12/2017;800000;28.73;491015;9399;58;0;360;27
428077;Barranquilla;16973880;1555924;0;4003;1/12/2017;800000;28.73;491015;9399;58;0;360;35
429110;Cali;55996772;2240828;1;4044;11/02/2018;746560;28.73;458217;7147;58;0;360;30
429116;Barranquilla;56141263;1608325;1;7064;16/01/2018;1400000;33.93;1172416;13484;58;0;600;48
428926;Barranquilla;49032626;505386;1;4005;4/02/2018;700000;33.18;649156;31997;59;29;360;23
428979;Bogotá;51376146;862380;0;7001;2/12/2017;1648161;0.3;1436514;14161;60;0;720;59
428922;Cali;48827318;1281435;1;7064;22/11/2017;1178680;33.93;1104994;19062;60;0;720;55
428246;Barranquilla;22739557;2185323;0;7025;31/01/2018;1206730;33.93;1097305;18930;60;0;540;54
428464;Cali;31118700;826224;1;7025;31/01/2018;1206730;33.93;1097305;18930;60;0;540;36
