Id_Cliente;Ciudad; Patrimonio ; Ingresos_Mensuales ;No_hijos;oficina;fecha_ult_desembolso;monto_credito;tasa;saldo_capital;saldo_Ahorro;Antiguedad_en_meses;Max_dias_mora;plazo_dias;Edad;Acepta_Campaña
217474;Barranquilla;63912000;1491849;2;7032;25/06/2017;2585560;0.30;1035770;7658;45;0;720;47;0
218426;Cali;84496000;1580531;1;4024;1/06/2017;9500000;33.93;8840686;116186;46;0;1080;55;0
218678;Cali;84496000;1580531;1;4024;1/06/2017;9500000;33.93;8840686;116186;46;0;1080;55;0
218930;Cali;84496000;1580531;1;4024;1/06/2017;9500000;33.93;8840686;116186;46;0;1080;55;0
218269;Cali;28654000;1502425;2;4050;14/05/2017;600000;33.93;166812;1507;46;0;360;52;0
218521;Cali;28654000;1502425;2;4050;14/05/2017;600000;33.93;166812;1507;46;0;360;52;0
218773;Cali;28654000;1502425;2;4050;14/05/2017;600000;33.93;166812;1507;46;0;360;52;0
217012;Barranquilla;35260000;1678027;2;4003;20/04/2017;600000;33.93;600000;1479;47;0;210;53;1
217209;Barranquilla;35260000;1678027;2;4003;20/04/2017;600000;33.93;600000;1479;47;0;210;53;1
217406;Barranquilla;35260000;1678027;2;4003;20/04/2017;600000;33.93;600000;1479;47;0;210;53;1
217550;Bogotá;80660000;861085;1;7001;24/04/2017;600000;33.93;600000;9364;47;0;360;32;1
217768;Bogotá;19380000;2061085;2;4031;24/04/2017;600000;33.93;600000;9364;47;0;360;32;0
217986;Bogotá;8066000;2061085;2;4010;24/04/2017;600000;33.93;600000;9364;47;0;360;32;0
219036;Cartagena;64151190;774587;0;4010;7/04/2017;600000;33.93;600000;15278;47;0;300;34;0
219081;Cartagena;86865000;1310037;0;4010;3/04/2017;600000;33.93;600000;6407;47;0;360;36;1
219205;Cartagena;41805540;774587;0;4010;7/04/2017;600000;33.93;600000;15278;47;0;300;34;0
219239;Cartagena;86865000;1310037;0;4010;3/04/2017;600000;33.93;600000;6407;47;0;360;63;1
219348;Cartagena;8092247;774589;0;4010;7/04/2017;600000;33.93;600000;15278;47;0;300;34;0
219405;Cartagena;86865000;1310037;0;4010;3/04/2017;600000;33.93;600000;6407;47;0;360;42;1
219471;Cartagena;41805540;1555027;0;4010;7/04/2017;600000;33.93;600000;15278;47;0;300;34;0
219528;Cartagena;86865000;1310037;0;4010;3/04/2017;600000;33.93;600000;6407;47;0;360;63;1
217748;Bogotá;94279000;1347108;0;4031;13/05/2017;2069840;33.93;1882041;92704;47;90;540;60;0
217966;Bogotá;94279000;1347108;0;4024;13/05/2017;2069840;33.93;1882041;92704;47;90;540;60;0
218184;Bogotá;94279000;1347108;0;4024;13/05/2017;2069840;33.93;1882041;92704;47;90;540;60;1
217123;Barranquilla;89207000;1421885;2;7059;14/04/2017;1731550;33.93;1314367;11877;48;0;1080;30;1
217320;Barranquilla;89207000;1421885;2;7059;14/04/2017;1731550;33.93;1314367;11877;48;0;1080;30;0
217517;Barranquilla;89207000;1421885;2;7059;14/04/2017;1731550;33.93;1314367;11877;48;0;1080;30;0
219000;Cartagena;33829000;1522356;0;7025;4/06/2017;1049910;33.93;905429;11157;48;0;540;27;1
219161;Cartagena;33829000;1522356;0;7025;4/06/2017;1049910;33.93;905429;11157;48;0;540;40;1
219298;Cartagena;33829000;774589;0;7025;4/06/2017;1049910;33.93;905429;11157;48;0;540;68;0
217646;Bogotá;49350000;774851;0;4030;18/06/2017;1700000;33.93;444568;7668;48;0;540;31;1
217864;Bogotá;84578000;1584923;1;4030;18/06/2017;1700000;33.93;444568;7668;48;0;540;31;0
218082;Bogotá;49350000;1584923;1;4030;18/06/2017;1700000;33.93;444568;7668;48;0;540;31;1
217024;Barranquilla;39861000;1409182;1;7032;10/05/2017;1400000;0.30;366430;18127;49;34;540;25;0
217221;Barranquilla;39861000;1409182;1;7032;10/05/2017;1400000;0.30;366430;18127;49;34;540;25;0
217418;Barranquilla;39861000;1409182;1;7032;10/05/2017;1400000;0.30;366430;18127;49;34;540;25;0
218384;Cali;68895000;1695437;1;7051;12/05/2017;1000000;33.93;444470;5477;49;0;450;65;0
218636;Cali;68895000;1695437;1;7051;12/05/2017;1000000;33.93;444470;5477;49;0;450;65;0
218888;Cali;68895000;1695437;1;7051;12/05/2017;1000000;33.93;444470;5477;49;0;450;65;0
218416;Cali;79798000;1755277;2;4050;23/04/2017;646560;33.93;451650;8533;50;0;360;68;0
218428;Cali;86555000;2148862;1;4030;25/04/2017;638800;33.93;581688;10034;50;0;300;42;0
218668;Cali;79798000;1755277;2;4050;23/04/2017;646560;33.93;451650;8533;50;0;360;68;0
218680;Cali;86555000;2148862;1;4030;25/04/2017;638800;33.93;581688;10034;50;0;300;42;0
218920;Cali;79798000;1755277;2;4050;23/04/2017;646560;33.93;451650;8533;50;0;360;68;0
218932;Cali;86555000;2148862;1;4030;25/04/2017;638800;33.93;581688;10034;50;0;300;42;0
217054;Barranquilla;53105000;1574751;2;7059;25/04/2017;1000000;33.93;729900;17388;50;0;720;62;1
217251;Barranquilla;53105000;1574751;2;7059;25/04/2017;1000000;33.93;729900;17388;50;0;720;62;1
217448;Barranquilla;53105000;1574751;2;7059;25/04/2017;1000000;33.93;729900;17388;50;0;720;62;1
217636;Bogotá;45821000;861085;0;7021;11/04/2017;1000000;0.30;692273;6256;50;0;720;51;1
217854;Bogotá;45821000;2058696;0;7021;11/04/2017;1000000;0.30;692273;6256;50;0;720;51;0
218072;Bogotá;45821000;2058696;0;7021;11/04/2017;1000000;0.30;692273;6256;50;0;720;51;1
216980;Barranquilla;18143000;1506219;0;4005;8/06/2017;650000;33.18;554413;9108;50;0;360;62;1
217177;Barranquilla;18143000;1506219;0;4005;8/06/2017;650000;33.18;554413;9108;50;0;360;62;1
217374;Barranquilla;18143000;1506219;0;4005;8/06/2017;650000;33.18;554413;9108;50;0;360;62;1
217762;Bogotá;99399000;2336622;2;4031;20/04/2017;1000000;33.93;746408;15942;50;0;540;23;0
217980;Bogotá;99399000;2336623;2;4011;20/04/2017;1000000;33.93;746408;15942;50;0;540;23;0
218198;Bogotá;99399000;28336624;2;4011;20/04/2017;1000000;33.93;746408;15942;50;0;540;23;1
219034;Cartagena;9209993;975645;2;7064;21/04/2017;1000000;33.93;814525;12713;50;0;540;43;0
219346;Cartagena;37679390;975645;2;7064;21/04/2017;1000000;33.93;814525;12713;50;0;540;43;1
219469;Cartagena;6556796;975645;2;7064;21/04/2017;1000000;33.93;814525;12713;50;0;540;43;0
217147;Barranquilla;98125000;2200010;0;4010;24/06/2017;646560;33.93;646560;18057;50;0;360;38;1
217344;Barranquilla;98125000;2200010;0;4010;24/06/2017;646560;33.93;646560;18057;50;0;360;38;0
217541;Barranquilla;98125000;2200010;0;4010;24/06/2017;646560;33.93;646560;18057;50;0;360;38;0
217604;Bogotá;32343000;861085;0;7001;9/04/2017;500000;33.93;426594;16120;50;15;360;67;1
217822;Bogotá;32343000;1896989;2;4011;9/04/2017;500000;33.93;426594;16120;50;15;360;67;0
218040;Bogotá;32343000;1896989;2;4011;9/04/2017;500000;33.93;426594;16120;50;15;360;67;0
219012;Cartagena;43040000;1764673;2;4024;21/06/2017;2000000;33.93;976650;11231;50;0;720;28;1
219178;Cartagena;43040000;1764673;2;4024;21/06/2017;2000000;33.93;976650;11231;50;0;720;40;1
219315;Cartagena;43040000;774589;2;4024;21/06/2017;2000000;33.93;976650;11231;50;0;720;52;0
219438;Cartagena;43040000;1764673;2;4024;21/06/2017;2000000;33.93;976650;11231;50;0;720;40;1
219025;Cartagena;53144000;1385589;1;4024;4/06/2017;2000000;33.93;976650;8824;50;0;720;28;1
219195;Cartagena;53144000;1385589;1;4024;4/06/2017;2000000;33.93;976650;8824;50;0;720;40;1
219334;Cartagena;53144000;774589;1;4024;4/06/2017;2000000;33.93;976650;8824;50;0;720;57;0
219457;Cartagena;53144000;1385589;1;4024;4/06/2017;2000000;33.93;976650;8824;50;0;720;40;1
218220;Cali;14907000;1112356;0;7030;1/06/2017;1000000;33.93;862488;19838;50;0;540;27;1
218472;Cali;14907000;1112356;0;7030;1/06/2017;1000000;33.93;862488;19838;50;0;540;27;1
218724;Cali;14907000;1112356;0;7030;1/06/2017;1000000;33.93;862488;19838;50;0;540;27;1
218363;Cali;62840000;1010824;2;4043;3/05/2017;2000000;33.93;614260;6055;50;0;720;38;0
218615;Cali;62840000;1010824;2;4043;3/05/2017;2000000;33.93;614260;6055;50;0;720;38;0
218867;Cali;62840000;1010824;2;4043;3/05/2017;2000000;33.93;614260;6055;50;0;720;38;0
218447;Cali;98597000;1373572;0;7064;19/04/2017;1000000;33.93;909643;15692;51;0;540;56;0
218699;Cali;98597000;1373572;0;7064;19/04/2017;1000000;33.93;909643;15692;51;0;540;56;0
218951;Cali;98597000;1373572;0;7064;19/04/2017;1000000;33.93;909643;15692;51;0;540;56;0
218376;Cali;66295000;1115016;2;7016;4/07/2017;1000000;33.93;939492;19294;51;0;420;20;0
218628;Cali;66295000;1115016;2;7016;4/07/2017;1000000;33.93;939492;19294;51;0;420;20;0
218880;Cali;66295000;1115016;2;7016;4/07/2017;1000000;33.93;939492;19294;51;0;420;20;0
217621;Bogotá;39090000;861085;0;7001;6/05/2017;1000000;33.93;955541;18054;51;0;540;57;1
217839;Bogotá;84578000;2120359;1;4011;6/05/2017;1000000;33.93;955541;18054;51;0;540;57;0
218057;Bogotá;39090000;2120359;1;4011;6/05/2017;1000000;33.93;955541;18054;51;0;540;57;0
218439;Cali;92228000;1429526;1;7064;30/04/2017;1000000;33.93;955564;16484;51;0;540;38;0
218691;Cali;92228000;1429526;1;7064;30/04/2017;1000000;33.93;955564;16484;51;0;540;38;0
218943;Cali;92228000;1429526;1;7064;30/04/2017;1000000;33.93;955564;16484;51;0;540;38;0
218296;Cali;38557000;2293729;0;7039;29/04/2017;2200000;33.93;882169;13769;51;0;720;33;1
218548;Cali;38557000;2293729;0;7039;29/04/2017;2200000;33.93;882169;13769;51;0;720;33;1
218800;Cali;38557000;2293729;0;7039;29/04/2017;2200000;33.93;882169;13769;51;0;720;33;1
219028;Cartagena;54626000;2141011;2;4010;29/06/2017;2000000;33.93;889333;18262;51;0;720;27;1
219198;Cartagena;54626000;2141011;2;4010;29/06/2017;2000000;33.93;889333;18262;51;0;720;40;1
219338;Cartagena;54626000;774589;2;4010;29/06/2017;2000000;33.93;889333;18262;51;0;720;67;0
219461;Cartagena;54626000;2141011;2;4010;29/06/2017;2000000;33.93;889333;18262;51;0;720;40;1
219011;Cartagena;87328870;1064176;0;7016;21/04/2017;1000000;33.93;1000000;25466;51;0;450;35;0
219177;Cartagena;41126050;1064176;0;7016;21/04/2017;1000000;33.93;1000000;25466;51;0;450;35;0
219314;Cartagena;8854433;1064176;0;7016;21/04/2017;1000000;33.93;1000000;25466;51;0;450;35;1
219437;Cartagena;41126050;1064176;0;7016;21/04/2017;1000000;33.93;1000000;25466;51;0;450;35;0
217050;Barranquilla;50847000;1092829;0;4011;15/04/2017;2000000;33.93;1145034;14108;52;0;720;42;0
217247;Barranquilla;50847000;1092829;0;4011;15/04/2017;2000000;33.93;1145034;14108;52;0;720;42;0
217444;Barranquilla;50847000;1092829;0;4011;15/04/2017;2000000;33.93;1145034;14108;52;0;720;42;0
216992;Barranquilla;27059000;1524037;2;4005;19/05/2017;2000000;33.18;1061867;22677;52;0;720;35;1
217189;Barranquilla;27059000;1524037;2;4005;19/05/2017;2000000;33.18;1061867;22677;52;0;720;35;1
217386;Barranquilla;27059000;1524037;2;4005;19/05/2017;2000000;33.18;1061867;22677;52;0;720;35;0
219166;Cartagena;85444330;1375434;2;4031;9/06/2017;2000000;33.93;799865;27311;52;11;720;20;1
219303;Cartagena;2183176;1375434;2;4031;9/06/2017;2000000;33.93;799865;27311;52;11;720;20;1
219005;Cartagena;34816300;1231675;0;7021;6/05/2017;3000000;0.28;919635;8631;52;0;720;33;0
219170;Cartagena;54910300;1231675;0;7021;6/05/2017;3000000;0.28;919635;8631;52;0;720;33;0
219307;Cartagena;5079062;1231675;0;7021;6/05/2017;3000000;0.28;919635;8631;52;0;720;33;1
219167;Cartagena;73477090;1340985;2;7025;10/05/2017;1470000;33.93;1418067;33782;52;0;1080;27;1
219304;Cartagena;3808549;1340985;2;7025;10/05/2017;1470000;33.93;1418067;33782;52;0;1080;27;1
217722;Bogotá;82990000;2265139;1;7038;7/04/2017;1058200;33.93;612946;9567;52;0;450;26;0
217940;Bogotá;82990000;865139;0;7038;7/04/2017;1058200;33.93;612946;9567;52;0;450;26;0
218158;Bogotá;50000000;2265139;1;7038;7/04/2017;1058200;33.93;612946;9567;52;0;450;26;1
217626;Bogotá;42008000;861085;0;4030;19/06/2017;700000;33.93;543679;8485;52;0;360;35;1
217844;Bogotá;84578000;2020062;2;4030;19/06/2017;700000;33.93;543679;8485;52;0;360;35;0
218062;Bogotá;42008000;2020062;2;4030;19/06/2017;700000;33.93;543679;8485;52;0;360;35;0
217059;Barranquilla;56205000;1633646;0;7032;22/06/2017;3000000;0.30;1202929;26681;53;0;720;42;0
217256;Barranquilla;56205000;1633646;0;7032;22/06/2017;3000000;0.30;1202929;26681;53;0;720;42;0
217453;Barranquilla;56205000;1633646;0;7032;22/06/2017;3000000;0.30;1202929;26681;53;0;720;42;0
219103;Cartagena;29688060;1531058;1;7025;6/06/2017;1053475;33.93;934606;20729;53;0;450;46;1
219428;Cartagena;1575472;1531058;1;7025;6/06/2017;1053475;33.93;934606;20729;53;0;450;46;0
219551;Cartagena;5403017;1531058;1;7025;6/06/2017;1053475;33.93;934606;20729;53;0;450;46;0
217630;Bogotá;44465000;861085;0;7001;25/04/2017;1158306;33.93;1117355;26619;53;0;1080;57;1
217848;Bogotá;44465000;1382013;0;4011;25/04/2017;1158306;33.93;1117355;26619;53;0;1080;57;0
218066;Bogotá;44465000;1382013;0;4011;25/04/2017;1158306;33.93;1117355;26619;53;0;1080;57;0
219230;Cartagena;77670000;991313;1;7064;4/06/2017;1000000;33.93;1000000;8215;53;0;480;66;1
219391;Cartagena;77670000;991313;1;7064;4/06/2017;1000000;33.93;1000000;8215;53;0;480;66;1
219514;Cartagena;77670000;991313;1;7064;4/06/2017;1000000;33.93;1000000;8215;53;0;480;66;1
217555;Bogotá;50000000;861085;1;7001;26/04/2017;1000000;33.93;1000000;9036;53;0;360;20;1
217773;Bogotá;19380000;1456467;1;4011;26/04/2017;1000000;33.93;1000000;9036;53;0;360;20;0
217991;Bogotá;9746000;1456467;1;4011;26/04/2017;1000000;33.93;1000000;9036;53;0;360;20;0
216968;Barranquilla;13888000;1360571;3;7025;20/06/2017;1200000;33.93;977341;20874;53;0;540;67;1
217165;Barranquilla;13888000;1360571;2;7025;20/06/2017;1200000;33.93;977341;20874;53;0;540;67;1
217362;Barranquilla;13888000;1360571;2;7025;20/06/2017;1200000;33.93;977341;20874;53;0;540;67;1
217001;Barranquilla;30712000;1670854;1;7025;24/06/2017;1300000;33.93;1133132;26994;53;0;720;58;1
217198;Barranquilla;30712000;1670854;1;7025;24/06/2017;1300000;33.93;1133132;26994;53;0;720;58;1
217395;Barranquilla;30712000;1670854;1;7025;24/06/2017;1300000;33.93;1133132;26994;53;0;720;58;1
217071;Barranquilla;60141000;1700192;1;7025;26/06/2017;1246345;33.93;1075037;18545;53;0;540;30;1
217268;Barranquilla;60141000;1700192;1;7025;26/06/2017;1246345;33.93;1075037;18545;53;0;540;30;0
217465;Barranquilla;60141000;1700192;1;7025;26/06/2017;1246345;33.93;1075037;18545;53;0;540;30;0
218977;Cartagena;9265581;774587;2;4003;16/05/2017;3000000;33.93;2781181;137084;54;80;1080;41;0
219135;Cartagena;82859630;1519202;2;4003;16/05/2017;3000000;33.93;2781181;137084;54;80;1080;30;1
217140;Barranquilla;93381000;1400982;2;7032;9/06/2017;3085560;0.30;1093648;26054;54;0;720;34;1
217337;Barranquilla;93381000;1400982;2;7032;9/06/2017;3085560;0.30;1093648;26054;54;0;720;34;0
217534;Barranquilla;93381000;1400982;2;7032;9/06/2017;3085560;0.30;1093648;26054;54;0;720;34;0
217760;Bogotá;98624000;1347540;0;4031;10/06/2017;700000;33.93;131311;2373;54;0;360;62;0
217978;Bogotá;98624000;1347540;0;4024;10/06/2017;700000;33.93;131311;2373;54;0;360;62;0
218196;Bogotá;98624000;1347540;0;4024;10/06/2017;700000;33.93;131311;2373;54;0;360;62;1
218251;Cali;23273000;1501473;2;7032;9/05/2017;3085560;0.30;1235848;25380;54;0;720;51;0
218503;Cali;23273000;1501473;2;7032;9/05/2017;3085560;0.30;1235848;25380;54;0;720;51;0
218755;Cali;23273000;1501473;2;7032;9/05/2017;3085560;0.30;1235848;25380;54;0;720;51;0
216970;Barranquilla;14514000;1585766;0;7041;21/06/2017;1459836;33.93;1459836;31180;55;0;1080;67;1
217167;Barranquilla;14514000;1585766;0;7041;21/06/2017;1459836;33.93;1459836;31180;55;0;1080;67;1
217364;Barranquilla;14514000;1585766;0;7041;21/06/2017;1459836;33.93;1459836;31180;55;0;1080;67;1
219013;Cartagena;43278000;1475449;0;4031;8/06/2017;750000;33.93;639706;10509;55;0;360;28;1
219179;Cartagena;43278000;1475449;0;4031;8/06/2017;750000;33.93;639706;10509;55;0;360;40;1
219316;Cartagena;43278000;1475449;0;4031;8/06/2017;750000;33.93;639706;10509;55;0;360;45;1
219439;Cartagena;43278000;1475449;0;4031;8/06/2017;750000;33.93;639706;10509;55;0;360;40;1
218435;Cali;87924000;667402;0;4025;18/06/2017;846560;33.93;722066;10083;56;0;360;38;1
218687;Cali;87924000;667402;0;4025;18/06/2017;846560;33.93;722066;10083;56;0;360;38;1
218939;Cali;87924000;667402;0;4025;18/06/2017;846560;33.93;722066;10083;56;0;360;38;1
217634;Bogotá;45562000;861085;0;7021;1/04/2017;1085560;0.30;1085560;4459;56;0;720;28;1
217852;Bogotá;45562000;2115084;0;7021;1/04/2017;1085560;0.30;1085560;4459;56;0;720;28;0
218070;Bogotá;45562000;2115084;0;7021;1/04/2017;1085560;0.30;1085560;4459;56;0;720;28;1
218990;Cartagena;28726000;1476284;0;4010;1/04/2017;3000000;33.93;203353;6681;56;10;540;27;1
219151;Cartagena;28726000;1476284;0;4010;1/04/2017;3000000;33.93;203353;6681;56;10;540;40;1
219286;Cartagena;28726000;1476284;0;4010;1/04/2017;3000000;33.93;203353;6681;56;10;540;58;1
217711;Bogotá;78828000;1450098;0;4031;6/06/2017;750000;33.93;402335;8262;56;0;360;21;0
217929;Bogotá;78828000;747054;0;4024;6/06/2017;750000;33.93;402335;8262;56;0;360;21;1
218147;Bogotá;78828000;1450098;0;4024;6/06/2017;750000;33.93;402335;8262;56;0;360;21;1
219008;Cartagena;39191000;1519721;0;7025;4/05/2017;1139680;33.93;1036614;20437;57;0;540;27;1
219173;Cartagena;39191000;1519721;0;7025;4/05/2017;1139680;33.93;1036614;20437;57;0;540;40;1
219310;Cartagena;39191000;774589;0;7025;4/05/2017;1139680;33.93;1036614;20437;57;0;540;67;0
219433;Cartagena;39191000;1519721;0;7025;4/05/2017;1139680;33.93;1036614;20437;57;0;540;40;1
217667;Bogotá;9024000;1106570;0;4017;2/06/2017;619148;33.93;600040;29088;57;59;480;53;1
217885;Bogotá;59024000;1106570;2;4011;2/06/2017;619148;33.93;600040;29088;57;59;480;53;1
218103;Bogotá;59024000;1106570;2;4011;2/06/2017;619148;33.93;600040;29088;57;59;480;53;0
217642;Bogotá;14122000;1027851;0;4025;1/04/2017;1128340;33.93;956260;14140;57;0;1080;25;1
217860;Bogotá;47122000;1027851;2;4011;1/04/2017;1128340;33.93;956260;14140;57;0;1080;25;1
218078;Bogotá;47122000;1027851;2;4011;1/04/2017;1128340;33.93;956260;14140;57;0;1080;25;0
216995;Barranquilla;27383000;1184679;0;7038;2/05/2017;2386240;33.93;1914790;94393;58;92;720;66;1
217192;Barranquilla;27383000;1184679;0;7038;2/05/2017;2386240;33.93;1914790;94393;58;90;720;66;1
217389;Barranquilla;27383000;1184679;0;7038;2/05/2017;2386240;33.93;1914790;94393;58;90;720;66;1
217588;Bogotá;25209000;861085;0;7001;12/04/2017;1300000;33.93;634821;8864;58;0;720;67;1
217806;Bogotá;25209000;2032072;2;4011;12/04/2017;1300000;33.93;634821;8864;58;0;720;67;0
218024;Bogotá;25209000;2032072;2;4024;12/04/2017;1300000;33.93;634821;8864;58;0;720;67;0
218297;Cali;39404000;1900549;1;4050;15/06/2017;746560;33.93;579841;10954;58;0;360;30;0
218549;Cali;39404000;1900549;1;4050;15/06/2017;746560;33.93;579841;10954;58;0;360;30;0
218801;Cali;39404000;1900549;1;4050;15/06/2017;746560;33.93;579841;10954;58;0;360;30;0
217633;Bogotá;45430000;861085;0;7001;2/05/2017;1200000;33.93;1104973;26324;58;0;600;66;1
217851;Bogotá;45430000;2031473;0;4011;2/05/2017;1200000;33.93;1104973;26324;58;0;600;66;0
218069;Bogotá;45430000;2031473;0;4011;2/05/2017;1200000;33.93;1104973;26324;58;0;600;66;1
216991;Barranquilla;26953000;990773;3;4003;15/04/2017;800000;28.73;491015;9399;58;0;360;59;1
217188;Barranquilla;26953000;990773;2;4003;15/04/2017;800000;28.73;491015;9399;58;0;360;59;1
217385;Barranquilla;26953000;990773;2;4003;15/04/2017;800000;28.73;491015;9399;58;0;360;59;1
218418;Cali;80637000;1264780;1;4044;26/06/2017;746560;28.73;458217;7147;58;0;360;46;1
218670;Cali;80637000;1264780;1;4044;26/06/2017;746560;28.73;458217;7147;58;0;360;46;1
218922;Cali;80637000;1264780;1;4044;26/06/2017;746560;28.73;458217;7147;58;0;360;46;1
218424;Cali;84059000;1434058;0;7064;31/05/2017;1400000;33.93;1172416;13484;58;0;600;64;1
218676;Cali;84059000;1434058;0;7064;31/05/2017;1400000;33.93;1172416;13484;58;0;600;64;1
218928;Cali;84059000;1434058;0;7064;31/05/2017;1400000;33.93;1172416;13484;58;0;600;64;1
218234;Cali;19501000;1136224;2;4005;19/06/2017;700000;33.18;649156;31997;59;29;360;55;0
218486;Cali;19501000;1136224;2;4005;19/06/2017;700000;33.18;649156;31997;59;29;360;55;0
218738;Cali;19501000;1136224;2;4005;19/06/2017;700000;33.18;649156;31997;59;29;360;55;0
218287;Cali;35607000;1131489;0;7001;16/04/2017;1648161;0.30;1436514;14161;60;0;720;36;1
218539;Cali;35607000;1131489;0;7001;16/04/2017;1648161;0.30;1436514;14161;60;0;720;36;1
218791;Cali;35607000;1131489;0;7001;16/04/2017;1648161;0.30;1436514;14161;60;0;720;36;1
218230;Cali;18333000;974115;1;7064;6/04/2017;1178680;33.93;1104994;19062;60;0;720;34;0
218482;Cali;18333000;974115;1;7064;6/04/2017;1178680;33.93;1104994;19062;60;0;720;34;0
218734;Cali;18333000;974115;1;7064;6/04/2017;1178680;33.93;1104994;19062;60;0;720;34;0
217554;Bogotá;50000000;861085;1;7025;15/06/2017;1206730;33.93;1097305;18930;60;0;540;69;1
217772;Bogotá;19380000;1701559;2;7025;15/06/2017;1206730;33.93;1097305;18930;60;0;540;69;0
217990;Bogotá;9705000;1701559;2;7025;15/06/2017;1206730;33.93;1097305;18930;60;0;540;69;0
217079;Barranquilla;63874000;1366129;1;7032;11/06/2017;753475;0.30;282837;13596;61;96;450;31;1
217276;Barranquilla;63874000;1366129;1;7032;11/06/2017;753475;0.30;282837;13596;61;88;450;31;0
217473;Barranquilla;63874000;1366129;1;7032;11/06/2017;753475;0.30;282837;13596;61;90;450;31;0
217069;Barranquilla;59782000;1166413;0;7025;28/03/2017;1200000;33.93;1035049;13604;61;0;540;40;1
217266;Barranquilla;59782000;1166413;0;7025;28/03/2017;1200000;33.93;1035049;13604;61;0;540;40;1
217463;Barranquilla;59782000;1166413;0;7025;28/03/2017;1200000;33.93;1035049;13604;61;0;540;40;1
218256;Cali;24521000;688114;2;7064;29/03/2017;1200000;33.93;1133291;26998;61;0;450;32;0
218508;Cali;24521000;688114;2;7064;29/03/2017;1200000;33.93;1133291;26998;61;0;450;32;0
218760;Cali;24521000;688114;2;7064;29/03/2017;1200000;33.93;1133291;26998;61;0;450;32;0
218409;Cali;77762000;1988445;1;4003;16/06/2017;800000;33.93;741892;17063;61;0;360;67;0
218661;Cali;77762000;1988445;1;4003;16/06/2017;800000;33.93;741892;17063;61;0;360;67;0
218913;Cali;77762000;1988445;1;4003;16/06/2017;800000;33.93;741892;17063;61;0;360;67;0
217133;Barranquilla;91630000;1524173;0;4054;30/04/2017;800000;33.93;293007;6739;61;0;360;52;0
217330;Barranquilla;91630000;1524173;0;4054;30/04/2017;800000;33.93;293007;6739;61;0;360;52;0
217527;Barranquilla;91630000;1524173;0;4054;30/04/2017;800000;33.93;293007;6739;61;0;360;52;0
218398;Cali;74549000;2156513;1;7064;28/05/2017;1351248;33.93;1271077;30281;62;0;750;36;0
218650;Cali;74549000;2156513;1;7064;28/05/2017;1351248;33.93;1271077;30281;62;0;750;36;0
218902;Cali;74549000;2156513;1;7064;28/05/2017;1351248;33.93;1271077;30281;62;0;750;36;0
219066;Cartagena;77116000;1846690;0;4010;30/03/2017;800000;33.93;755270;13648;62;0;450;27;1
219226;Cartagena;77116000;1846690;0;4010;30/03/2017;800000;33.93;755270;13648;62;0;450;61;1
219387;Cartagena;77116000;1846690;0;4010;30/03/2017;800000;33.93;755270;13648;62;0;450;67;1
219510;Cartagena;77116000;1846690;0;4010;30/03/2017;800000;33.93;755270;13648;62;0;450;61;1
219143;Cartagena;96699690;1509442;2;4031;16/06/2017;800000;33.93;558835;12853;62;0;360;43;1
219278;Cartagena;90615090;1509442;2;4031;16/06/2017;800000;33.93;558835;12853;62;0;360;43;1
217741;Bogotá;90486000;1401028;1;4031;3/04/2017;2244900;33.93;1470367;13287;62;0;900;57;0
217959;Bogotá;90486000;1401028;1;4011;3/04/2017;2244900;33.93;1470367;13287;62;0;900;57;0
218177;Bogotá;90486000;1401028;1;4011;3/04/2017;2244900;33.93;1470367;13287;62;0;900;57;1
217047;Barranquilla;50122000;1595057;2;4003;12/06/2017;800000;33.93;800000;10514;62;0;360;57;1
217244;Barranquilla;50122000;1595057;2;4003;12/06/2017;800000;33.93;800000;10514;62;0;360;57;1
217441;Barranquilla;50122000;1595057;2;4003;12/06/2017;800000;33.93;800000;10514;62;0;360;57;1
217628;Bogotá;43538000;861085;0;7001;24/06/2017;800000;33.93;800000;20370;62;0;360;21;1
217846;Bogotá;43538000;1741042;0;4011;24/06/2017;800000;33.93;800000;20370;62;0;360;21;0
218064;Bogotá;43538000;1741042;0;4010;24/06/2017;800000;33.93;800000;20370;62;0;360;21;0
218248;Cali;22981000;1728977;0;4010;11/04/2017;800000;33.93;800000;17085;62;0;300;55;1
218253;Cali;24283000;1541975;2;4010;11/05/2017;800000;33.93;800000;8542;62;0;300;55;0
218278;Cali;30530000;2113143;0;4010;17/04/2017;800000;33.93;800000;22342;62;0;300;69;1
218500;Cali;22981000;1728977;0;4010;11/04/2017;800000;33.93;800000;17085;62;0;300;55;1
218505;Cali;24283000;1541975;2;4010;11/05/2017;800000;33.93;800000;8542;62;0;300;55;0
218530;Cali;30530000;2113143;0;4010;17/04/2017;800000;33.93;800000;22342;62;0;300;69;1
218752;Cali;22981000;1728977;0;4010;11/04/2017;800000;33.93;800000;17085;62;0;300;55;1
218757;Cali;24283000;1541975;2;4010;11/05/2017;800000;33.93;800000;8542;62;0;300;55;0
218782;Cali;30530000;2113143;0;4010;17/04/2017;800000;33.93;800000;22342;62;0;300;69;1
218974;Cartagena;17158000;1106773;2;4010;7/04/2017;800000;33.93;800000;13799;62;0;180;65;1
219010;Cartagena;41681000;1697628;1;4010;4/07/2017;800000;33.93;800000;22342;62;0;360;28;1
219056;Cartagena;4729999;1753176;0;4010;17/04/2017;800000;33.93;800000;20370;62;0;300;27;1
